"","Price","Age","KM","FuelType","HP","MetColor","Automatic","CC","Doors","Weight"
"489",9940,4.417,60558,"Petrol","110",1,0,1600,"4",1105
"490",10950,3.917,60348,"Petrol","110",0,0,1600,"4",1030
"491",10750,4.5,0,"Petrol","110",1,0,1600,"5",1075
"492",9799,4.25,59000,"Petrol","97",1,0,1400,"3",1025
"493",11750,4.25,58761,"Petrol","97",0,0,1300,"5",1060
"494",11950,4.5,58745,"","110",1,0,1600,"4",1035
"495",11250,4.333,58596,"Petrol","110",1,0,1600,"3",1045
"496",11750,4.5,58530,"Petrol","110",0,0,1600,"5",1075
"497",10950,4.583,58377,"Petrol","110",1,0,1600,"3",1050
"498",11250,4.667,58142,"Petrol","110",1,0,1600,"5",1080
"499",9950,4.417,57948,"Petrol","97",1,0,1400,"3",1025
"500",9700,4.25,57645,"Petrol","110",0,0,1600,"5",1080
"501",11950,3.917,57500,"Petrol","110",1,0,1600,"4",1105
"502",9900,4.417,57475,"Petrol","110",0,0,1600,"3",1040
"504",9475,4,56675,"Petrol","97",1,0,1400,"3",1025
"505",11500,4.5,55877,"Petrol","110",1,0,1600,"5",1075
"506",11950,4.417,55500,"Petrol","110",1,0,1600,"4",1035
"507",11500,4.583,54900,"Petrol","97",1,0,1400,"5",1060
"508",10500,4.167,54465,"Petrol","110",0,0,1600,"5",1075
"509",10900,3.833,53700,"Petrol","97",1,0,1400,"5",1060
"510",11700,4.333,53561,"Petrol","97",1,0,1400,"5",1060
"511",11900,4.25,53408,"Petrol","110",1,0,1600,"5",1080
"513",10950,4.083,53116,"Petrol","97",1,0,1400,"3",1025
"514",10500,4.667,52448,"Petrol","97",0,0,1400,"3",1025
"515",10750,4.583,52149,"Petrol","97",1,0,1400,"3",1085
"516",11950,4.583,52141,"Petrol","110",1,0,1600,"5",1070
"517",10000,4.667,52000,"Petrol","97",0,0,1400,"3",1025
"518",10495,4,50967,"Petrol","97",1,0,1400,"5",1060
"519",11450,4.167,50400,"Petrol","110",0,0,1600,"5",1080
"520",9400,4.5,50000,"Petrol","97",1,0,1400,"3",1025
"521",11950,4.25,50000,"Petrol","86",1,0,1300,"5",1045
"522",9650,4.417,49969,"Petrol","110",0,0,1600,"5",1075
"523",18950,4.083,49568,"Petrol","110",1,0,1600,"3",1105
"524",11450,4.25,49473,"Petrol","110",0,0,1600,"3",1055
"525",10250,4.333,49432,"Petrol","110",1,0,1600,"3",1050
"527",9950,4.5,49366,"Petrol","97",1,0,1400,"3",1025
"528",10500,4.667,48731,"Petrol","110",1,0,1600,"3",1055
"530",9950,4,48071,"Petrol","97",0,0,1400,"3",1025
"531",10250,4.5,47852,"","110",1,0,1600,"4",1030
"533",11895,4.333,47689,"Petrol","110",0,0,1600,"5",1075
"534",12950,4.417,47451,"Petrol","110",1,0,1600,"3",1055
"535",11950,4.167,47219,"Petrol","110",1,0,1600,"5",1080
"536",10750,4.667,47211,"Petrol","110",1,0,1600,"5",1070
"537",9550,4.5,46856,"Petrol","97",0,0,1400,"5",1060
"538",10950,4.667,46500,"Petrol","86",0,0,1300,"5",1035
"540",10950,3.917,46391,"Petrol","110",0,0,1600,"5",1075
"541",12450,4.5,46230,"Petrol","110",1,0,1600,"3",1055
"542",10500,4.333,46029,"Petrol","110",1,0,1600,"4",1030
"543",10900,4.167,46000,"Petrol","97",0,0,1400,"3",1025
"544",12950,4.167,45900,"Petrol","110",1,0,1600,"5",1075
"545",10950,3.917,45850,"Petrol","97",0,0,1400,"5",1060
"546",12500,4.667,45336,"Petrol","110",1,0,1600,"5",1080
"547",9950,4.583,44537,"","97",0,0,1400,"3",1025
"549",12500,4,43120,"Petrol","97",1,0,1400,"3",1030
"550",10450,4.083,41710,"Petrol","110",0,0,1600,"3",1040
"551",10750,4.333,41700,"Petrol","97",1,0,1400,"3",1025
"552",12950,4.083,41636,"Petrol","110",1,0,1600,"5",1105
"555",11250,4.167,40400,"Petrol","97",1,0,1400,"5",1060
"556",11950,3.917,40361,"Petrol","110",1,0,1600,"5",1090
"557",13750,4.5,40325,"","86",0,0,1300,"5",1045
"558",11000,3.917,40000,"Petrol","110",0,0,1600,"5",1080
"559",13500,4.167,39706,"Petrol","110",1,0,1600,"5",1080
"560",10950,4.5,39291,"Petrol","110",1,0,1600,"3",1040
"561",10750,4.5,39000,"Petrol","97",0,0,1400,"3",1025
"562",8950,3.917,38900,"Petrol","97",1,0,1400,"3",1025
"563",12950,4.25,38403,"Petrol","110",0,0,1600,"3",1055
"564",9750,4.667,37461,"Petrol","97",0,0,1400,"3",1025
"565",10900,4.5,37000,"","97",1,0,1400,"3",1025
"566",10995,4.583,36406,"Petrol","110",1,0,1600,"4",1035
"567",10750,4,36005,"Petrol","97",1,0,1400,"5",1065
"568",10950,4.333,36000,"Petrol","110",1,0,1600,"5",1075
"570",12950,3.75,36000,"Petrol","110",1,1,1600,"3",1070
"571",11500,4.333,35823,"Petrol","110",0,0,1600,"5",1075
"573",11710,4,35142,"Petrol","110",0,0,1600,"3",1055
"575",12250,4.25,34882,"Petrol","110",1,0,1600,"5",1075
"576",11500,3.833,34000,"Petrol","110",1,0,1600,"5",1075
"577",11950,4.667,33998,"Petrol","110",0,0,1600,"5",1080
"578",11500,4.583,33230,"Petrol","110",0,0,1600,"3",1050
"579",11900,3.833,33021,"","110",1,0,1600,"5",1080
"580",11930,4.083,31999,"Petrol","97",0,0,1400,"3",1030
"582",8950,4.667,31000,"Petrol","97",0,0,1400,"3",1025
"583",10450,3.833,30806,"Petrol","97",1,0,1400,"5",1060
"584",10500,4.583,30461,"Petrol","86",1,0,1300,"5",1050
"585",12950,4.167,29686,"Petrol","110",1,1,1600,"3",1075
"587",12900,4.333,29500,"Petrol","110",1,0,1600,"3",1055
"588",9950,4,28656,"Petrol","97",0,0,1400,"3",1085
"589",9950,4.583,27500,"Petrol","97",1,0,1400,"3",1025
"590",10950,4,26938,"Petrol","110",1,0,1600,"3",1040
"591",10950,4.417,26624,"Petrol","97",0,0,1400,"5",1060
"592",9950,3.917,26221,"Petrol","97",1,0,1400,"3",1025
"593",10950,4.167,22648,"Petrol","97",1,0,1400,"5",1060
"595",10500,4.667,19313,"Petrol","97",0,0,1400,"3",1025
"598",10450,4,15000,"Petrol","97",1,0,1400,"3",1025
"599",12950,4.167,10210,"Petrol","97",0,0,1400,"5",1065
"601",7500,4.167,1,"Diesel","90",1,0,2000,"3",1260
"603",6950,4.833,205000,"Diesel","72",1,0,2000,"4",1100
"605",5950,5.667,194545,"Petrol","86",0,0,1300,"4",1000
"606",7500,4.917,190900,"Diesel","72",1,0,2000,"3",1115
"607",7500,5.167,183500,"Diesel","72",1,0,2000,"5",1140
"608",6900,5.417,176184,"Diesel","72",1,0,2000,"3",1115
"609",5751,5.583,174833,"Diesel","72",0,0,2000,"4",1100
"611",7950,5.583,155500,"","110",1,0,1600,"5",1050
"612",7750,4.917,154783,"Diesel","72",1,0,2000,"3",1120
"613",7950,5.333,154462,"Diesel","72",1,0,2000,"5",1135
"614",8250,5.333,150585,"Petrol","110",1,0,1600,"3",1065
"615",6250,5.583,149000,"Diesel","90",1,0,2000,"5",1135
"617",6900,4.917,144521,"Diesel","72",1,0,2000,"5",1135
"618",8450,5.333,144000,"","110",1,0,1600,"3",1065
"619",7350,5.417,140168,"Diesel","72",1,0,2000,"3",1115
"620",8950,5.667,140000,"Petrol","110",1,0,1600,"5",1085
"621",6900,5,139800,"Diesel","72",0,0,2000,"3",1115
"622",8950,4.917,137050,"CNG","110",1,0,1600,"3",1078
"623",8750,5.083,136956,"Petrol","110",0,0,1600,"3",1065
"624",7950,5.583,135337,"CNG","110",1,0,1600,"5",1120
"625",8950,5.333,133769,"Diesel","72",1,0,2000,"3",1120
"626",8950,4.833,133405,"Diesel","72",1,0,2000,"5",1135
"627",8950,5.417,132807,"Diesel","72",1,0,2000,"5",1135
"628",7950,5.333,132393,"Diesel","72",0,0,2000,"5",1135
"629",7750,5,130270,"Petrol","110",0,0,1600,"3",1050
"630",7500,4.917,130000,"Diesel","72",1,0,2000,"4",1135
"631",8950,5.583,127000,"Diesel","????",1,0,2000,"5",1135
"632",9800,5.583,126800,"Diesel","72",0,0,2000,"5",1135
"633",9450,5.5,126452,"Petrol","110",1,0,1600,"5",1085
"634",8950,5.167,125175,"Diesel","116",0,0,2000,"5",1150
"635",8750,5.667,125000,"Diesel","72",1,0,2000,"3",1115
"636",10500,5.083,123000,"Diesel","72",0,0,2000,"5",1135
"637",7995,4.917,121626,"Petrol","86",0,0,1300,"5",1050
"638",10450,5.333,120400,"","????",0,0,1600,"5",1090
"639",9950,5.5,120000,"Diesel","72",0,0,2000,"4",1100
"640",9950,5.667,119541,"Petrol","110",0,0,1600,"3",1055
"642",7950,5.667,119289,"Petrol","110",1,0,1600,"4",1035
"643",10950,4.75,118833,"Petrol","110",0,0,1600,"3",1065
"644",9950,5.333,118000,"Diesel","72",1,0,2000,"5",1150
"645",8600,5.667,117955,"Petrol","110",1,1,1600,"4",1065
"646",7250,5.417,117609,"Petrol","86",0,0,1300,"3",1015
"647",6950,5.667,117000,"Diesel","72",0,0,2000,"3",1115
"648",8000,5.333,116000,"Petrol","86",0,0,1300,"5",1045
"649",9950,4.833,115715,"Petrol","110",0,0,1600,"5",1070
"651",7950,5.667,115071,"Petrol","110",1,0,1600,"3",1055
"652",9450,5.25,115000,"CNG","110",0,0,1600,"3",1109
"653",9950,5.333,114846,"","110",1,0,1600,"5",1075
"654",6950,5.417,114383,"Diesel","90",0,0,2000,"3",1260
"655",8250,4.917,113700,"Petrol","110",1,0,1600,"5",1065
"656",9950,5.583,113118,"Petrol","86",1,0,1300,"3",1020
"657",8250,4.917,112827,"Petrol","86",1,0,1300,"5",1040
"658",9950,5.667,112116,"Petrol","110",1,0,1600,"5",1070
"659",10500,5.5,112000,"Petrol","110",1,0,1600,"3",1065
"660",7950,5.167,112000,"Diesel","72",0,0,2000,"4",1135
"661",9750,5.417,111769,"Petrol","110",0,0,1600,"3",1065
"662",9250,5.083,110853,"Petrol","110",1,0,1600,"5",1070
"663",9500,5.667,110287,"Petrol","110",1,0,1600,"3",1050
"665",7750,5.25,109230,"Petrol","110",0,0,1600,"3",1050
"666",9500,5.667,109150,"Petrol","110",0,0,1600,"5",1075
"667",9950,5.583,108793,"Petrol","110",1,0,1600,"4",1035
"668",9750,5.333,106784,"Petrol","110",0,1,1600,"3",1050
"669",9750,4.833,105942,"Petrol","86",0,0,1300,"5",1040
"670",5950,4.917,105000,"Petrol","86",1,0,1300,"3",1015
"672",8495,5.667,104299,"Petrol","110",1,0,1600,"5",1085
"673",9250,5.583,104000,"Petrol","86",0,0,1300,"3",1020
"675",8950,4.833,103458,"Petrol","86",1,0,1300,"3",1025
"677",9250,5.25,102807,"Petrol","86",0,0,1300,"5",1055
"678",9895,5.667,102494,"Petrol","110",0,0,1600,"5",1090
"679",9950,4.75,102300,"Diesel","72",1,0,2000,"5",1135
"680",7950,5.083,102106,"Petrol","110",0,0,1600,"3",1050
"681",8750,5.667,101889,"Petrol","110",1,0,1600,"5",1075
"682",8250,4.75,101791,"Diesel","72",0,0,2000,"3",1115
"683",8950,5.25,101469,"Petrol","110",1,0,1600,"3",1065
"684",8950,5.667,101001,"Petrol","110",0,0,1600,"5",1075
"686",8950,5.417,100550,"Petrol","110",1,0,1600,"5",1075
"687",9450,5.583,99781,"Petrol","110",1,0,1600,"5",1085
"688",8950,4.917,98658,"Petrol","86",1,0,1300,"3",1020
"690",8750,5.333,98291,"Petrol","86",0,0,1300,"4",1000
"691",9950,5.083,97648,"Petrol","110",1,0,1600,"3",1065
"693",9900,5.417,97173,"Petrol","86",0,0,1300,"3",1015
"694",8950,5.5,97046,"Petrol","86",1,0,1300,"4",1000
"695",8950,5.583,96000,"Petrol","110",1,0,1600,"3",1050
"697",9250,5.583,95750,"Petrol","110",1,0,1600,"5",1070
"698",10250,5.083,95147,"","110",1,0,1600,"3",1050
"700",7999,5.417,95000,"Petrol","110",1,0,1600,"3",1050
"701",9900,5.5,94606,"Petrol","110",0,0,1600,"3",1065
"702",8250,5.25,94504,"","86",1,0,1300,"4",1000
"703",10500,5.417,93428,"Petrol","110",1,0,1600,"5",1075
"704",8450,5.417,93408,"","86",0,0,1300,"3",1015
"705",9900,5.667,93296,"Petrol","110",1,0,1600,"5",1090
"706",10500,5.167,93098,"Petrol","110",1,0,1600,"5",1075
"707",8500,5.583,92922,"Diesel","72",1,0,2000,"4",1100
"709",9450,5.417,92226,"Petrol","110",0,0,1600,"3",1065
"714",8450,5.667,90727,"Petrol","110",0,0,1600,"3",1050
"715",8490,5.167,90000,"Petrol","110",0,0,1600,"3",1050
"716",8750,5,89576,"Petrol","110",0,0,1600,"4",1035
"717",9750,5.333,89145,"Petrol","86",1,0,1300,"3",1025
"718",9950,5.25,89000,"Petrol","110",1,0,1600,"5",1085
"719",8500,5.667,88807,"Petrol","110",0,0,1600,"3",1050
"720",8450,5.25,88685,"Petrol","110",0,0,1600,"5",1070
"721",7900,5.167,88667,"Petrol","110",1,0,1600,"4",1040
"722",8750,4.75,88480,"Petrol","110",1,0,1600,"3",1050
"723",7950,5.083,88127,"Petrol","86",0,0,1300,"3",1015
"724",6900,5.167,88000,"","86",0,0,1300,"3",1020
"725",8150,5.417,87821,"Petrol","86",1,0,1300,"3",1015
"726",10995,4.917,87654,"Petrol","86",1,1,1300,"5",1065
"728",9500,4.917,86871,"Petrol","86",1,0,1300,"5",1040
"729",8950,5.667,86714,"Petrol","110",1,0,1600,"4",1035
"731",10450,5.167,85000,"Petrol","110",1,0,1600,"3",1050
"732",10500,5,85000,"Petrol","86",1,0,1300,"3",1025
"733",9250,5.667,84976,"Petrol","110",1,0,1600,"4",1035
"734",10950,5.417,84558,"Petrol","110",1,0,1600,"5",1120
"736",9250,5.667,84482,"Petrol","110",1,0,1600,"5",1075
"737",8750,5.167,83908,"Petrol","110",1,0,1600,"5",1070
"738",8750,5.583,83560,"Petrol","86",0,0,1300,"3",1015
"739",9800,5.667,83000,"Petrol","107",1,1,1600,"5",1100
"740",8250,5.333,82723,"Petrol","86",0,0,1300,"3",1015
"741",10450,5.167,82421,"Petrol","110",1,0,1600,"3",1065
"742",9750,4.833,82254,"Petrol","110",0,0,1600,"5",1050
"743",8950,5.083,82115,"Petrol","110",1,0,1600,"3",1055
"747",10950,5.417,81192,"Petrol","110",1,0,1600,"3",1065
"748",8950,5.083,81170,"Petrol","110",1,0,1600,"4",1040
"749",8750,5.5,81083,"Petrol","86",0,0,1300,"3",1015
"750",10450,5.083,80714,"Petrol","110",1,0,1600,"5",1075
"751",10950,4.75,80470,"","110",0,0,1600,"5",1085
"752",8450,5.417,80439,"Petrol","110",1,0,1600,"4",1035
"753",9950,4.917,80430,"Petrol","110",1,0,1600,"3",1065
"755",8750,5.167,80265,"","86",0,0,1300,"3",1015
"756",9950,5.417,80153,"Petrol","110",0,0,1600,"5",1070
"757",9500,5.667,80121,"Petrol","110",0,0,1600,"5",1070
"758",8250,5.417,80086,"Petrol","110",1,0,1600,"4",1035
"760",7950,5,80000,"","86",0,0,1300,"5",1015
"761",8250,5.417,80000,"Petrol","86",1,0,1300,"2",1015
"762",9895,5.583,79858,"Petrol","110",1,0,1600,"4",1040
"763",9130,5.583,79762,"Petrol","86",1,0,1300,"3",1015
"764",10950,4.917,79660,"Petrol","86",0,1,1300,"5",1065
"765",10500,5,79150,"Petrol","110",1,0,1600,"5",1075
"766",8900,5.083,79000,"Petrol","110",1,0,1600,"3",1050
"767",9500,4.75,78955,"Petrol","86",1,0,1300,"5",1045
"768",10950,4.917,78750,"Diesel","90",1,0,1975,"5",1155
"769",7950,5.667,78521,"Petrol","86",0,0,1300,"3",1015
"770",7950,5.333,78356,"Petrol","86",1,0,1300,"3",1015
"771",7950,5.417,78076,"Petrol","86",1,0,1300,"3",1015
"775",9750,5.417,77500,"Petrol","110",1,0,1600,"3",1050
"776",9450,5.25,77457,"Petrol","110",1,0,1600,"3",1055
"777",8950,5.667,77029,"Petrol","86",1,0,1300,"3",1015
"778",8950,5.667,77008,"Petrol","86",1,0,1300,"3",1015
"779",8900,5.5,76791,"Petrol","110",1,0,1600,"5",1070
"780",9950,5.083,76700,"Petrol","86",1,0,1300,"5",1035
"781",8750,5.583,76569,"Petrol","86",1,0,1300,"3",1020
"782",8950,4.917,76162,"Petrol","110",1,0,1600,"5",1075
"783",8990,5.417,76155,"Petrol","110",1,0,1600,"4",1035
"784",8950,5.083,75609,"Petrol","86",1,0,1300,"3",1015
"785",8950,5.167,75569,"Diesel","72",1,0,2000,"3",1120
"787",9900,5.667,75000,"Petrol","110",1,0,1600,"5",1075
"788",8950,5.417,75000,"Petrol","86",0,0,1300,"3",1015
"789",8950,5.167,75000,"Petrol","110",1,0,1600,"5",1070
"790",9500,5.5,74963,"Petrol","107",0,1,1600,"3",1085
"791",7950,5.667,74889,"Petrol","86",1,0,1300,"3",1015
"793",8950,5.25,74747,"","110",1,0,1600,"5",1075
"795",8950,5.167,74457,"Petrol","110",0,0,1600,"5",1075
"796",11950,5,74337,"Petrol","86",0,0,1300,"5",1035
"797",8950,5.667,74308,"Petrol","110",0,0,1600,"3",1050
"799",8250,5.417,74179,"Petrol","110",1,0,1600,"3",1050
"800",8995,5.583,73936,"Petrol","86",1,0,1300,"5",1050
"801",9995,5.083,73894,"Petrol","110",1,0,1600,"3",1065
"802",9250,5.333,73500,"Petrol","110",1,0,1600,"3",1050
"803",10950,5.333,73376,"Petrol","110",0,0,1600,"5",1070
"806",9950,4.833,72928,"Petrol","110",1,0,1600,"5",1075
"807",7950,5.583,72880,"Petrol","86",1,0,1332,"3",1015
"808",8250,5.25,72522,"Petrol","110",1,0,1600,"3",1050
"809",9450,5.333,72000,"Petrol","86",1,0,1300,"3",1015
"810",7950,4.75,72000,"Petrol","86",0,0,1300,"3",1015
"811",9500,4.917,71366,"Petrol","110",0,0,1600,"3",1065
"813",10950,5.167,71000,"Petrol","110",0,0,1600,"5",1070
"814",8950,5,70954,"Petrol","110",0,0,1600,"3",1050
"815",9450,5.25,70908,"Petrol","86",0,0,1300,"5",1035
"816",8000,4.833,70560,"Petrol","110",1,0,1600,"3",1050
"817",9900,5.583,70552,"Petrol","110",0,0,1600,"5",1075
"818",8950,5.167,70500,"Petrol","110",1,0,1600,"5",1035
"819",10900,5,70453,"Diesel","72",0,0,2000,"5",1135
"820",9450,4.917,70218,"Petrol","110",1,0,1600,"3",1050
"821",8450,5.333,70116,"Petrol","110",1,0,1600,"4",1035
"822",9500,5.417,70068,"Petrol","110",1,0,1600,"5",1075
"823",10500,5.583,70000,"Petrol","107",1,1,1587,"3",1065
"824",6950,5.667,70000,"Petrol","86",1,0,1300,"3",1015
"825",9750,5.667,69103,"Petrol","110",0,0,1600,"4",1035
"826",6950,4.833,69022,"Petrol","86",1,0,1300,"5",1035
"827",9650,5.583,69000,"Petrol","110",1,0,1600,"3",1065
"828",9950,5.667,68865,"Petrol","110",1,0,1600,"3",1065
"829",9250,4.833,68723,"Petrol","86",0,0,1300,"3",1025
"830",8950,5.25,68453,"","110",1,0,1600,"5",1070
"831",9900,5.25,68238,"Petrol","86",0,0,1300,"5",1050
"832",10995,5.25,68153,"Petrol","110",1,0,1600,"5",1085
"833",10500,5.417,68000,"Petrol","110",0,0,1600,"5",1075
"834",8950,5.417,68000,"Petrol","86",1,0,1300,"3",1015
"836",10950,5.667,67146,"Petrol","110",1,0,1600,"5",1075
"837",9750,5.583,67110,"Petrol","86",1,0,1300,"5",1035
"838",9950,4.917,67010,"","110",1,0,1600,"3",1065
"839",10500,5.417,67003,"Petrol","110",1,0,1600,"4",1035
"840",10400,5.667,66785,"Petrol","86",0,1,1300,"3",1045
"841",8800,5.667,66550,"Petrol","86",0,0,1332,"3",1010
"842",10500,5.083,66259,"Petrol","110",1,0,1600,"3",1065
"844",7800,5.417,66000,"Petrol","86",1,0,1300,"3",1015
"845",9950,5.083,66000,"Petrol","110",0,0,1600,"3",1050
"846",10750,5.25,65896,"Petrol","110",1,0,1600,"3",1065
"849",9950,4.917,65463,"","110",1,0,1600,"5",1070
"851",9250,5,65259,"Petrol","110",1,0,1600,"3",1050
"852",7800,5.333,65000,"Petrol","110",1,0,1600,"3",1050
"853",9000,5.667,65000,"Petrol","110",0,0,1600,"5",1070
"854",8950,4.75,65000,"","110",0,0,1600,"4",1035
"856",9950,5.667,64950,"Petrol","110",1,0,1600,"5",1075
"858",7995,5.167,64797,"Petrol","110",1,0,1600,"5",1075
"859",8750,5.417,64772,"Petrol","110",1,0,1600,"3",1050
"860",9750,5.25,64690,"Petrol","86",0,0,1300,"3",1020
"861",10950,5.417,64630,"Petrol","110",0,0,1600,"5",1070
"862",9750,5.583,64613,"Petrol","110",1,0,1600,"5",1085
"865",9500,5.5,63881,"Petrol","86",0,0,1300,"3",1015
"866",10950,4.833,63870,"Diesel","72",0,0,2000,"5",1135
"867",9750,5.5,63328,"Petrol","86",0,1,1300,"5",1065
"868",9950,5.417,63000,"Petrol","86",1,1,1300,"5",1065
"870",9850,5.417,62396,"Petrol","110",0,0,1600,"3",1050
"871",9450,5.167,62377,"Petrol","110",1,0,1600,"5",1075
"872",10295,5.583,62316,"Petrol","110",1,0,1600,"3",1050
"873",9750,5.667,62292,"Petrol","110",1,0,1600,"3",1065
"874",8950,5.417,62225,"Petrol","110",1,0,1600,"3",1050
"875",9900,5.667,62222,"Petrol","110",0,0,1600,"5",1075
"877",9950,4.833,62024,"Petrol","110",1,0,1600,"5",1075
"878",8500,5,61977,"Petrol","86",1,0,1300,"3",1015
"880",10950,4.75,61682,"Petrol","110",0,0,1600,"3",1050
"881",9795,5.667,61568,"Petrol","110",1,0,1600,"4",1035
"882",8750,5.667,61504,"Petrol","110",1,0,1600,"4",1035
"883",8250,5.417,61384,"Petrol","110",1,0,1600,"3",1050
"884",9950,4.833,61343,"Petrol","110",1,0,1600,"5",1075
"885",9950,5.167,61254,"Petrol","110",0,0,1600,"5",1075
"886",10500,4.917,61166,"Petrol","110",1,0,1600,"3",1050
"887",9750,5.167,61149,"Petrol","86",1,0,1300,"5",1040
"888",11250,5.083,61144,"Petrol","110",1,0,1600,"5",1090
"889",8900,4.917,61127,"Petrol","110",1,0,1600,"3",1050
"890",7950,5,61100,"","86",1,0,1300,"3",1015
"891",11500,5.667,61100,"Petrol","110",1,0,1600,"5",1075
"893",7995,5.417,60724,"Petrol","86",1,0,1300,"3",1015
"894",10995,4.917,60708,"Petrol","86",1,0,1300,"5",1045
"895",8950,5.083,60532,"Petrol","110",1,0,1600,"3",1050
"897",8950,5.5,60000,"Petrol","86",1,0,1300,"3",1015
"898",8950,5.417,60000,"","86",1,0,1300,"3",1015
"899",9500,5.167,59295,"","86",0,0,1300,"5",1035
"900",7500,5.417,59264,"Petrol","86",0,0,1300,"3",1015
"901",8950,5.25,59000,"Petrol","110",0,0,1600,"3",1050
"902",9950,5.25,59000,"Petrol","86",1,0,1300,"5",1035
"903",9750,5.417,59000,"Petrol","110",0,0,1600,"5",1075
"904",9450,5.083,59000,"Petrol","110",1,0,1600,"5",1070
"905",9950,5.417,59000,"","110",0,0,1600,"3",1050
"906",9750,5.667,58860,"Petrol","110",1,0,1600,"3",1055
"907",8950,5.417,58829,"Petrol","110",0,0,1600,"3",1050
"908",8250,5.5,58654,"Petrol","110",1,0,1600,"5",1070
"909",7750,5.417,58300,"Petrol","86",1,0,1300,"3",1015
"911",9950,5.333,58136,"Petrol","110",1,0,1600,"5",1075
"912",9450,5.5,58113,"Petrol","107",1,1,1600,"3",1085
"913",12950,5.583,58058,"Petrol","110",1,0,1600,"3",1065
"914",9950,4.833,58000,"Petrol","110",1,0,1600,"3",1050
"915",10495,5.167,58000,"Petrol","110",1,0,1600,"3",1065
"917",10500,5.25,57413,"Petrol","107",0,1,1600,"5",1115
"918",8950,5.417,57374,"Petrol","110",1,0,1600,"5",1075
"919",9900,5.167,57179,"Petrol","110",1,0,1600,"5",1075
"920",9995,5.083,57169,"Petrol","110",1,0,1600,"3",1065
"921",9950,5.25,57124,"Petrol","110",1,0,1600,"3",1065
"923",8250,5.583,57000,"Petrol","110",0,0,1600,"3",1050
"924",9950,5.25,57000,"Petrol","86",1,0,1300,"5",1035
"925",8950,4.917,56259,"Petrol","86",0,0,1300,"3",1015
"926",10950,5.167,56209,"Petrol","107",1,1,1600,"3",1080
"927",9250,5.583,56074,"Petrol","86",0,0,1300,"4",1000
"928",9950,5.25,55942,"Petrol","110",1,0,1600,"5",1070
"929",9995,4.75,55844,"Petrol","86",1,0,1300,"5",1045
"930",8750,5.083,55747,"Petrol","86",0,0,1300,"3",1020
"931",10950,4.833,55478,"Petrol","86",0,0,1300,"5",1045
"933",9950,5.417,55061,"Petrol","110",1,0,1600,"5",1070
"934",8950,5.417,55000,"Petrol","86",1,0,1300,"3",1015
"935",10950,4.75,55000,"Petrol","110",0,0,1600,"5",1075
"936",10950,5.25,54936,"Petrol","110",1,0,1600,"5",1075
"937",8950,5.667,54875,"Petrol","110",1,0,1600,"5",1070
"938",8900,5.583,54847,"Petrol","110",0,0,1600,"3",1050
"940",9450,5.083,54125,"Petrol","110",1,0,1600,"5",1035
"941",9250,5.083,54000,"Petrol","110",1,0,1600,"3",1055
"942",10500,4.75,54000,"Petrol","110",1,0,1600,"5",1075
"943",7350,4.833,54000,"Petrol","86",0,0,1300,"5",1035
"944",10250,4.75,54000,"Petrol","110",1,0,1600,"3",1135
"945",10250,5.167,53285,"Petrol","110",1,0,1600,"5",1075
"946",11500,5.417,53053,"","110",1,0,1600,"5",1075
"947",8950,5.667,53000,"Petrol","110",1,1,1587,"3",1075
"949",9500,5.333,52968,"Petrol","110",1,0,1600,"3",1050
"950",8450,5.583,52800,"Petrol","86",1,0,1300,"3",1015
"951",8950,4.75,52548,"Petrol","110",0,0,1600,"3",1050
"952",8400,5,52487,"Petrol","110",1,0,1600,"4",1035
"953",9250,5.5,52383,"Petrol","86",0,0,1300,"3",1015
"954",8900,5.083,52112,"Petrol","110",1,0,1600,"4",1035
"955",8750,4.833,51712,"Petrol","110",0,0,1600,"3",1050
"956",10950,4.833,51421,"Petrol","110",0,1,1600,"5",1105
"957",8950,5.083,51235,"Petrol","86",1,0,1300,"4",1000
"958",8950,5.417,51000,"","86",1,0,1300,"3",1015
"959",8895,5.083,50925,"Petrol","110",1,0,1600,"5",1070
"960",9390,5.5,50806,"Petrol","86",0,0,1300,"3",1480
"961",8750,4.917,50469,"Petrol","110",1,0,1600,"5",1070
"962",9750,5.083,50173,"Petrol","110",1,0,1600,"5",1075
"963",9950,5.167,50000,"Petrol","110",1,0,1600,"5",1075
"964",10950,5.417,49942,"","110",0,0,1600,"3",1065
"965",9900,5.583,49585,"Petrol","110",0,0,1600,"5",1085
"966",9500,5.167,49258,"Petrol","110",1,0,1600,"4",1035
"967",9950,5.083,49000,"Petrol","110",0,0,1600,"3",1050
"968",9950,5.25,48738,"Petrol","110",0,0,1600,"5",1055
"969",10500,5.167,47750,"Petrol","86",1,0,1300,"5",1040
"970",9950,5.25,47612,"Petrol","86",0,0,1300,"3",1015
"973",8500,4.833,47171,"Petrol","86",1,0,1300,"3",1015
"974",10450,5,47060,"Petrol","110",0,0,1600,"4",1035
"976",9900,4.917,46929,"Petrol","86",1,0,1300,"3",1025
"978",8745,5.417,45681,"Petrol","110",0,0,1600,"3",1050
"980",10750,4.75,45000,"Petrol","110",1,0,1600,"5",1050
"981",9750,4.75,45000,"","110",1,0,1600,"3",1050
"982",8850,5.417,45000,"Petrol","110",0,0,1600,"5",1075
"983",7950,5.5,45000,"Petrol","86",1,0,1300,"5",1035
"984",9450,5.25,45000,"Petrol","110",1,0,1600,"4",1035
